id,requirement,requirement_title,question_text,expected_testing,source_page,applicability_tags
7.1,7,Restrict access to cardholder data by business need to know,"Is access to system components and cardholder data limited to only those individuals whose jobs require such access, as follows: • Is there a written policy for access control that incorporates the following ? • Defining access needs and privilege assignments for each role • Restriction of access to privileged user IDs to least privileges necessary to perform job responsibilities, • Assignment of access based on individual personnel’s job classification and function • Documented approval (electronically or in writing) by authorized parties for all access, including listing of specific privileges approved • Examine written access control policy",,40,
7.1.1,7,Restrict access to cardholder data by business need to know,"Are access needs for each role defined, including: • System components and data resources that each role needs to access for their job function ? • Level of privilege required (for example, user, administrator, etc.) for accessing resources ? • Examine roles and access needs",,40,
7.1.2,7,Restrict access to cardholder data by business need to know,Is access to privileged user IDs restricted as follows: • To least privileges necessary to perform job responsibilities? • Assigned only to roles that specifically require that privileged access ? • Interview personnel • Interview management • Review privileged user IDs,,40,
7.1.3,7,Restrict access to cardholder data by business need to know,Are access assigned based on individual personnel’s job classification and function? • Interview management • Review user IDs,,40,
7.1.4,7,Restrict access to cardholder data by business need to know,"Is documented approval by authorized parties required, specifying required privileges? • Review user IDs • Compare with documented approvals • Compare assigned privileges with documented approvals",,41,
7.2,7,Restrict access to cardholder data by business need to know,"Is an access control system in place for system components to restrict access based on a user’s need to know, and is it set to “deny all” unless specifically allowed, as follows:",,41,
7.2.1,7,Restrict access to cardholder data by business need to know,Are access control systems in place on all system components? • Review vendor documentation • Examine configuration settings,,41,
7.2.2,7,Restrict access to cardholder data by business need to know,Are access control systems configured to enforce privileges assigned to individuals based on job classification and function? • Review vendor documentation • Examine configuration settings,,41,
7.2.3,7,Restrict access to cardholder data by business need to know,Do access control systems have a default “deny -all” setting? • Review vendor documentation • Examine configuration settings,,41,
7.3,7,Restrict access to cardholder data by business need to know,Are security policies and operational procedures for restricting access to cardholder data: • Documented • In use • Known to all affected parties? • Examine security policies and operational procedures • Interview personnel,,41,
8.1,7,Restrict access to cardholder data by business need to know,"Are policies and procedures for user identification management controls defined and in place for non - consumer users and administrators on all system components, as follows:",,42,
8.1.1,7,Restrict access to cardholder data by business need to know,Are all users assigned a unique ID before allowing them to access system components or cardholder data? • Review password procedures • Interview personnel,,42,
8.1.2,7,Restrict access to cardholder data by business need to know,"Are additions, deletions, and modifications of user IDs, credentials, and other identifier objects controlled such that user IDs are implemented only as authorized (including with specified privileges)? • Review password procedures • Examine privileged and general user IDs and associated authorizations • Observe system settings",,42,
8.1.3,7,Restrict access to cardholder data by business need to know,Is access for any terminated users immediately deactivated or removed? • Review password procedures • Examine terminated users accounts • Review current access lists • Observe returned physical authentication devices,,42,
8.1.4,7,Restrict access to cardholder data by business need to know,Are inactive user accounts over 90 days old either removed or disabled? • Review password procedures • Observe user accounts,,42,
8.1.5(a),7,Restrict access to cardholder data by business need to know,"Are accounts used by vendors to access, support, or maintain system components via remote access enabled only during the time period needed and disabled when not in use? • Review password procedures • Interview personnel • Observe processes (b) Are vendor remote access accounts monitored when in use? • Interview personnel • Observe processes",,42,
8.1.6(a),7,Restrict access to cardholder data by business need to know,Are repeated access attempts limited by locking out the user ID after no more than six attempts? • Review password procedures • Examine system configuration settings (b) This testing procedure applies only to service providers.,,43,service_provider_only
8.1.7,7,Restrict access to cardholder data by business need to know,"Once a user account is locked out, is the lockout duration set to a minimum of 30 minutes or until an administrator enables the user ID? • Review password procedures • Examine system configuration settings",,43,
8.1.8,7,Restrict access to cardholder data by business need to know,"If a session has been idle for more than 15 minutes, are users required to re -authenticate (for example, re -enter the password) to re -activate the terminal or session? • Review password procedures • Examine system configuration settings 8.2 In addition to assigning a unique ID, is one or more of the following methods employed to authenticate all users? • Something you know, such as a password or passphrase • Something you have, such as a token device or smart card • Something you are, such as a biometric • Review password procedures • Observe authentication processes",,43,
8.2.1(a),7,Restrict access to cardholder data by business need to know,Is strong cryptography used to render all authentication credentials (such as passwords/phrases) unreadable during transmission and storage on all system components? • Review password procedures • Review vendor documentation • Examine system configuration settings • Observe password files • Observe data transmissions (b) This testing procedure applies only to service providers.,,43,service_provider_only
8.2.2,7,Restrict access to cardholder data by business need to know,"Is user identity verified before modifying any authentication credential (for example, performing password resets, provisioning new tokens, or generating new keys)? • Review authentication procedures • Observe personnel",,44,
8.2.3(a),7,Restrict access to cardholder data by business need to know,"Are user password parameters configured to require passwords/passphrases meet the following? • A minimum password length of at least seven characters • Contain both numeric and alphabetic characters Alternatively, the passwords/phrases must have complexity and strength at least equivalent to the parameters specified above. • Examine system configuration settings to verify password paramete rs (b) This testing procedure applies only to service providers.",,44,service_provider_only
8.2.4(a),7,Restrict access to cardholder data by business need to know,Are user passwords/passphrases changed at least every 90 days? • Review password procedures • Examine system configuration settings (b) This testing procedure applies only to service providers.,,44,service_provider_only
8.2.5(a),7,Restrict access to cardholder data by business need to know,Must an individual submit a new password/phrase that is different from any of the last four passwords/phrases he or she has used? • Review password procedures • Sample system components • Examine system configuration settings (b) This testing procedure applies only to service providers.,,44,service_provider_only
8.2.6,7,Restrict access to cardholder data by business need to know,"Are passwords/phrases set to a unique value for each user for first-time use and upon reset, and must each user change their password immediately after the first use? • Review password procedures • Examine system configuration settings • Observe security personnel",,44,
8.3,7,Restrict access to cardholder data by business need to know,"Is two -factor authentication incorporated for remote network access originating from outside the network by personnel (including users and administrators) and all third parties (including vendor access for support or maintenance)? Note: Two-factor authentication requires that two of the three authentication methods (see PCI DSS Requirement 8.2 for descriptions of authentication methods) b e used for authentication. Using one factor twice (for example, using two separate passwords) is not considered two -factor authentication. Examples of two -factor technologies include remote authentication and dial -in service (RADIUS) with tokens; terminal access controller access control system (TACACS) with tokens; and other technologies that facilitate two -factor authentication. • Review policies and procedures • Examine system configurations • Observe personnel",,45,
8.4(a),7,Restrict access to cardholder data by business need to know,Are authentication procedures and policies documented and communicated to all users? • Review policies and procedures • Review distribution method • Interview personnel • Interview users (b) Do authentication procedures and policies include the following? • Guidance on selecting strong authentication credentials • Guidance for how users should protect their authentication credentials • Instructions not to reuse previously used passwords • Instructions that users should change passwords if there is any suspicion the password could be compromised • Review policies and procedures • Review documentation provided to users,,45,
8.5,7,Restrict access to cardholder data by business need to know,"Are group, shared, or generic accounts, passwords, or other authentication methods prohibited as follows: • Generic user IDs and accounts are disabled or removed; • Shared user IDs for system administration activities and other critical functions do not exist ; and • Shared and generic user IDs are not used to administer any system components ? • Review policies and procedures • Examine user ID lists • Interview personnel",,46,
8.5.1,7,Restrict access to cardholder data by business need to know,This requirement applies only to service providers.,,46,service_provider_only
8.6,7,Restrict access to cardholder data by business need to know,"Where other authentication mechanisms are used (for example, physical or logical security tokens, smart cards, and certificates, etc.), is the use of these mechanisms assigned as follows? • Authentication mechanisms must be assigned to an individual account and not shared among multiple accounts • Physical and/or logical contro ls must be in place to ensure only the intended account can use that mechanism to gain access • Review policies and procedures • Interview personnel • Examine system configuration settings and/or physical controls",,46,
8.7,7,Restrict access to cardholder data by business need to know,"Is all access to any database containing cardholder data (including access by applications, administrators, and all other users) restricted as follows: (a) Is all user access to, user queries of, and user actions on (for example, move, copy, delete), the database through programmatic methods only (for example, through stored procedures)? • Review database authentication policies and procedures • Examine database an d application configuration settings",,46,
8.8,7,Restrict access to cardholder data by business need to know,Are security policies and operational procedures for identification and authentication: • Documented • In use • Known to all affected parties? • Examine security policies and operational procedures • Interview personnel,,47,
9.1,7,Restrict access to cardholder data by business need to know,Are appropriate facility entry controls in place to limit and monitor physical access to systems in the cardholder data environment? • Observe physical access controls • Observe personnel,,48,
9.1.1(a),7,Restrict access to cardholder data by business need to know,"Are video cameras and/or access -control mechanisms in place to monitor individual physical access to sensitive areas? Note: “Sensitive areas” refers to any data center, server room, or any area that houses systems that store cardholder data. This excludes pubic -facing areas where only point -of-sale terminals are present such as the cashier areas in a retail store. • Review polic ies and procedures • Observe physical monitoring mechanisms • Observe security features (b) Are video cameras and/or access -control mechanisms protected from tampering or disabling? • Observe processes • Interview personnel (c) Is data collected from video cameras and/or access control mechanisms reviewed and correlated with other entries? • Review policies and procedures • Interview security personnel (d) Is data collected from video cameras and/or access control mechanisms stored for at least three months unless otherwise restricted by law? • Review data retention processes • Observe data storage • Interview security personnel",,48,sensitive_areas
9.1.2,7,Restrict access to cardholder data by business need to know,"Are physical and/or logical controls in place to restrict access to publicly accessible network jacks? For example, network jacks located in public areas and areas accessible to visitors could be disabled and only enabled when network access is explicitly authorized. Alternatively, processes could be implemented to ensure that visitors are escorted at all t imes in areas with active network jacks. • Review policies and procedures • Interview personnel • Observe locations",,48,
9.1.3,7,Restrict access to cardholder data by business need to know,"Is physical access to wireless access points, gateways, handheld devices, networking/communications hardware, and telecommunication lines restricted? • Review policies and procedures • Interview personnel • Observe devices",,49,wireless
9.2(a),7,Restrict access to cardholder data by business need to know,"Are procedures developed to easily distinguish between onsite personnel and visitors, which include: • Identifying new onsite personnel or visitors (for example, assigning badges), • Changing access requirements, and • Revoking terminated onsite personnel and expired visitor identification (such as ID badges) For the purposes of Requirement 9, “onsite personn el” refers to full -time and part -time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to en ter the facility for a short duration, usually not more than one day. • Review policies and procedures • Interview personnel • Observe identification methods (e.g. badges) • Observe visitor processes (b) Do identification methods (such as ID badges) clearly identify visitors and easily distinguish between onsite personnel and visitors? • Observe identification methods (c) Is access to the badge system limited to authorized personnel? • Observe physical controls and access controls for the badge system",,49,app_dev
9.3,7,Restrict access to cardholder data by business need to know,"Is physical access to sensitive areas controlled for onsite personnel, as follows: • Is access authorized and based on individual job function? • Is access revoked immediately upon termination • Upon termination, are all physical access mechanisms, such as keys, access cards, etc., returned or disabled? • Interview personnel • Examine access control lists • Observe onsite personnel • Compare lists of terminated employees to access control lists",,49,sensitive_areas
9.4,7,Restrict access to cardholder data by business need to know,Is visitor identification and access handled as follows :,,50,
9.4.1,7,Restrict access to cardholder data by business need to know,"Are visitors authorized before entering, and escorted at all times within, areas where cardholder data is processed or maintained? • Review policies and procedures • Observe visitor processes including how access is controlled • Interview personnel • Observe visitors and badge use",,50,
9.4.2(a),7,Restrict access to cardholder data by business need to know,Are visitors identified and given a badge or other identification that visibly distinguishes the visitors from onsite personnel? • Observe badge use of personnel and visitors • Examine identification (b) Do visitor badges or other identification expire? • Observe process • Examine identification,,50,
9.4.3,7,Restrict access to cardholder data by business need to know,Are visitors asked to surrender the badge or other identification before leaving the facility or at the date of expiration? • Observe processes • Observe visitors leaving facility,,50,
9.4.4(a),7,Restrict access to cardholder data by business need to know,"Is a visitor log in use to record physical access to the facility as well as for computer rooms and data centers where cardholder data is stored or transmitted? • Review policies and procedures • Examine the visitor log • Observe visitor processes • Examine log retention (b) Does the visitor log contain the visitor’s name, the firm represented, and the onsite personnel authorizing physical access? • Review policies and procedures • Examine the visitor log (c) Is the visitor log retained for at least three months? • Review policies and procedures • Examine visitor log retention",,50,sensitive_areas
9.5,7,Restrict access to cardholder data by business need to know,"Are all media physically secured (including but not limited to computers, removable electronic media, paper receipts, paper reports, and faxes)? For purposes of Requirement 9, “media” refers to all paper and electronic media containing cardholder data. • Review policies and procedures for physically securing media • Interview personnel",,50,
9.5.1(a),7,Restrict access to cardholder data by business need to know,"Are media back -ups stored in a secure location, preferably in an off -site facility, such as an alternate or backup site, or a commercial storage facility? • Observe physical security at media location (b) Is this location’s security reviewed at least annually? • Review policies and procedures for reviewing offsite media locations • Interview security personnel",,51,
9.6(a),7,Restrict access to cardholder data by business need to know,Is strict control maintained over the internal or external distribution of any kind of media? • Review policies and procedures for distribution of media (b) Do controls include the following:,,51,
9.6.1,7,Restrict access to cardholder data by business need to know,Is media classified so the sensitivity of the data can be determined? • Review policies and procedures for media classification • Interview security personnel,,51,
9.6.2,7,Restrict access to cardholder data by business need to know,Is media sent by secured courier or other delivery method that can be accurately tracked? • Interview personnel • Examine media distribution tracking logs and documentation,,51,
9.6.3,7,Restrict access to cardholder data by business need to know,Is management approval obtained prior to moving the media (especially when media is distributed to individuals)? • Interview personnel • Examine media distribution tracking logs and documentation,,51,
9.7,7,Restrict access to cardholder data by business need to know,Is strict control maintained over the storage and accessibility of media? • Review policies and procedures,,51,
9.7.1(a),7,Restrict access to cardholder data by business need to know,Are inventory logs of all media properly maintained? • Examine inventory logs (b) Are periodic media inventories conducted at least annually? • Examine inventory logs • Interview personnel,,51,
9.8(a),7,Restrict access to cardholder data by business need to know,Is all media destroyed when it is no longer needed for business or legal reasons? • Review periodic media destruction policies and procedures,,51,
9.8.1(a),7,Restrict access to cardholder data by business need to know,"Are hardcopy materials cross -cut shredded, incinerated, or pulped so that cardholder data cannot be reconstructed? • Interview personnel • Examine procedures • Observe processes (b) Are storage containers used for materials that contain information to be destroyed secured to prevent access to the contents? • Examine security of storage containers",,52,
9.8.2,7,Restrict access to cardholder data by business need to know,"Is cardholder data on electronic media rendered unrecoverable via a secure wipe program in accordance with industry -accepted standards for secure deletion, or otherwise by physically destroying the media, so that cardholder data cannot be reconstructed? • Observe processes • Interview personnel",,52,
9.9,7,Restrict access to cardholder data by business need to know,"Are devices that capture payment card data via direct physical interaction with the card protected against tampering and substitution as follows? Note: This requirement applies to card -reading devices used in card -present transactions (that is, card swipe or dip) at the point of sale. Thi s requirement is not intended to apply to manual key -entry components such as computer keyboards and POS keypads. Note: Requirement 9.9 is a best practice until June 30, 2015, after which it becomes a requirement. (a) Do policies and procedures require that a list of such devices maintained? • Review policies and procedures (b) Do policies and procedures require that devices are periodically inspected to look for tampering or substitution? • Review policies and procedures (c) Do policies and procedures require that personnel are trained to be aware of suspicious behavior and to report tampering or substitution of devices? • Review policies and procedures",,53,
9.9.1(a),7,Restrict access to cardholder data by business need to know,"Does the list of devices include the following? • Make, model of device • Location of device (for example, the address of the site or facility where the device is located) • Device serial number or other method of unique identification • Examine the list of devices (b) Is the list accurate and up to date? • Observe device locations and compare to list (c) Is the list of devices updated when devices are added, relocated, decommissioned, etc.? • Interview personnel",,53,
9.9.2(a),7,Restrict access to cardholder data by business need to know,"Are device surfaces periodically inspected to detect tampering (for example, addition of card skimmers to devices), or substitution (for example, by checking the serial number or other device characteristics to verify it has not been swapped with a fraudulent device) as follows? Note: Examples of signs that a device might have been tampered with or substituted include unexpected attach ments or cables plugged into the device, missing or changed security labels, broken or differently colored casing, or changes to the serial number or other external markings. • Interview personnel • Observe inspection processes and compare to defined processes (b) Are personnel are aware of procedures for inspecting devices? • Interview personnel",,54,
9.9.3,7,Restrict access to cardholder data by business need to know,"Are personnel trained to be aware of attempted tampering or replacement of devices, to include the following? • (a) Do training materials for personnel at point -of-sale locations include the following? • Verify the identity of any third -party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices. • Do not install, replace, or return devices without verificatio n. • Be aware of suspicious behavior around devices (for example, attempts by unknown persons to unplug or open devices). • Report suspicious behavior and indications of device tampering or substitution to appropriate personnel (for example, to a manager or security officer). • Review training materials",,54,
9.10,7,Restrict access to cardholder data by business need to know,Are security policies and operational procedures for restricting physical access to cardholder data: • Documented • In use • Known to all affected parties? • Examine security policies and operational procedures • Interview personnel,,55,
10.1(a),10,Track and monitor all access to network resources and cardholder data,Are audit trails enabled and active for system components? • Observe processes • Interview system administrator (b) Is access to system components linked to individual users? • Observe processes • Interview system administrator,,56,
10.2,10,Track and monitor all access to network resources and cardholder data,Are automated audit trails implemented for all system components to reconstruct the following events :,,56,
10.2,10,Track and monitor all access to network resources and cardholder data,"5 Use of and changes to identification and authentication mechanisms –including but not limited to creation of new accounts and elevation of privileges – and all changes, additions, or deletions to accounts with root or administrative privileges ? • Interview personnel • Observe audit logs • Examine audit log settings",,56,
10.2.1,10,Track and monitor all access to network resources and cardholder data,All individual user accesses to cardholder data ? • Interview personnel • Observe audit logs • Examine audit log settings,,56,
10.2.2,10,Track and monitor all access to network resources and cardholder data,All actions taken by any individual with root or administrative privileges ? • Interview personnel • Observe audit logs • Examine audit log settings,,56,
10.2.3,10,Track and monitor all access to network resources and cardholder data,Access to all audit trails ? • Interview personnel • Observe audit logs • Examine audit log settings,,56,
10.2.4,10,Track and monitor all access to network resources and cardholder data,Invalid logical access attempts ? • Interview personnel • Observe audit logs • Examine audit log settings,,56,
10.2.6,10,Track and monitor all access to network resources and cardholder data,"Initialization, stopping, or pausing of the audit logs? • Interview personnel • Observe audit logs • Examine audit log settings",,57,pin_data
10.2.7,10,Track and monitor all access to network resources and cardholder data,Creation and deletion of system -level object? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3,10,Track and monitor all access to network resources and cardholder data,Are the following audit trail entries recorded for all system components for each event:,,57,
10.3.1,10,Track and monitor all access to network resources and cardholder data,User identification? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3.2,10,Track and monitor all access to network resources and cardholder data,Type of event? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3.3,10,Track and monitor all access to network resources and cardholder data,Date and time? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3.4,10,Track and monitor all access to network resources and cardholder data,Success or failure indication? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3.5,10,Track and monitor all access to network resources and cardholder data,Origination of event? • Interview personnel • Observe audit logs • Examine audit log settings,,57,
10.3.6,10,Track and monitor all access to network resources and cardholder data,"Identity or name of affected data, system component, or resource? • Interview personnel • Observe audit logs • Examine audit log settings",,57,
10.4,10,Track and monitor all access to network resources and cardholder data,"Are all critical system clocks and times synchronized through use of time synchronization technology, and is the technology kept current? Note: One example of time synchronization technology is Network Time Protocol (NTP). • Review time configuration standards and processes",,58,
10.4.1,10,Track and monitor all access to network resources and cardholder data,"Are the following processes implemented for critical systems to have the correct and consistent time: • (a) Do only designated central time server(s) receive time signals from external sources, and are time signals from external sources based on International Atomic Time or UTC? • Review time configuration standards and processes • Examine time -related system parameters (b) Where there is more than one designated time server , do the time servers peer with each other to keep accurate time? • Review time configuration standards and processes • Examine time -related system parameters (c) Do systems receive time only from designated central time server(s)? • Review time configuration standards and processes • Examine time -related system parameters",,58,
10.4.2,10,Track and monitor all access to network resources and cardholder data,"Is time data is protected as follows: (a) Is access to time data restricted to only personnel with a business need to access time data? • Examine system configurations and time - synchronization settings (b) Are changes to time settings on critical systems logged, monitored, and reviewed? • Examine system configurations and time- synchronization settings and logs",,58,
10.5,10,Track and monitor all access to network resources and cardholder data,"Are audit trails secured so they cannot be altered, as follows:",,59,
10.5.1,10,Track and monitor all access to network resources and cardholder data,Is viewing of audit trails limited to those with a job - related need? • Interview system administrators • Examine system configurations and permissions,,59,
10.5.2,10,Track and monitor all access to network resources and cardholder data,"Are audit trail files protected from unauthorized modifications via access control mechanisms, physical segregation, and/or network segregation? • Interview system administrators • Examine system configurations and permissions",,59,
10.5.3,10,Track and monitor all access to network resources and cardholder data,"Are audit trail files promptly backed up to a centralized log server or media that is difficult to alter? • Interview system administrators • Examine system configurations and permissions 10.5.4 Are logs for external -facing technologies (for example, wireless, firewalls, DNS, mail) written onto a secure, centralized, internal log server or media? • Interview system administrators • Examine system configurations and permissions",,59,wireless
10.5.5,10,Track and monitor all access to network resources and cardholder data,"Is file -integrity monitoring or change -detection software used on logs to ensure that existing log data cannot be changed without generating alerts (although new data being added should not cause an alert)? • Examine settings, monitored files, and results from monitoring activities",,60,
10.6,10,Track and monitor all access to network resources and cardholder data,"Are logs and security events for all system components reviewed to identify anomalies or suspicious activity as follows? Note: Log harvesting, parsing, and alerting tools may be used to achieve compliance with Requirement 10.6.",,60,
10.6.1(a),10,Track and monitor all access to network resources and cardholder data,"Are written policies and procedures defined for reviewing the following at least daily, either manually or via log tools? • All security events • Logs of all system components that store, process, or transmit CHD and/or SAD, or that could impact the security of CHD and/or SAD • Logs of all critical system components • Logs of all servers and system components that perform security functions (for example, firewalls, intrusion -detection systems/intrusion - prevention systems (IDS/IPS), authentication servers, e -commerce redirection servers, etc.) • Review security policies and procedures (b) Are the above logs and security events reviewed at least daily? • Observe processes • Interview personnel",,60,
10.6.2(a),10,Track and monitor all access to network resources and cardholder data,Are written policies and procedures defined for reviewing logs of all other system components periodically —either manually or via log tools — based on the organization’s policies and risk management strategy? • Review security policies and procedures (b) Are reviews of all other system components performed in accordance with organization’s policies and risk management strategy? • Review risk assessment documentation • Interview personnel,,60,
10.6.3(a),10,Track and monitor all access to network resources and cardholder data,Are written policies and procedures defined for following up on exceptions and anomalies identified during the review process? • Review security policies and procedures (b) Is follow up to exceptions and anomalies performed? • Observe processes • Interview personnel,,61,
10.7(a),10,Track and monitor all access to network resources and cardholder data,"Are audit log retention policies and procedures in place and do they require that logs are retained for at least one year, with a minimum of three months immediately available for analysis (for example, online, archived, or restorable from backup )? • Review security policies and procedures (b) Are audit logs retained for at least one year? • Interview personnel • Examine audit logs (c) Are at least the last three months’ logs immediately available for analysis? • Interview personnel • Observe processes",,61,
10.8,10,Track and monitor all access to network resources and cardholder data,Are security policies and operational procedures for monitoring all access to network resources and cardholder data: • Documented • In use • Known to all affected parties? • Review security policies and operational procedures • Interview personnel,,61,
11.1(a),10,Track and monitor all access to network resources and cardholder data,"Are processes implemented for detection and identification of both authorized and unauthorized wireless access points on a quarterly basis? Note: Methods that may be used in the process include, but are not limited to, wireless network scans, physical/logical inspections of system components and infrastructure, network access control (NAC), or wireless IDS/IPS. Whichever methods are used, they must be sufficient to detect and identify any unauthorized devices. • Review policies and procedures (b) Does the methodology detect and identify any unauthorized wireless access points, including at least the following? • WLAN cards inserted into system components; • Portable or mobile devices attached to system components to create a wireless access point (for example, by USB, etc.); and • Wireless devices attached to a network port or network device. • Evaluate the methodology (c) Is the scan to identify authorized and unauthorized wireless access points performed at least quarterly for all system components and facilities? • Examine output from recent wireless scans (d) If automated monitoring is utilized (for example, wireless IDS/IPS, NAC, etc.), is monitoring configured to generate alerts to notify personnel? • Examine configuration settings",,62,wireless
11.1.1,10,Track and monitor all access to network resources and cardholder data,Is an inventory of authorized wireless access points maintained and a business justification documented for all authorized wireless access points? • Examine inventory records,,62,wireless
11.1.2(a),10,Track and monitor all access to network resources and cardholder data,Does the incident response plan define and require a response in the event that an unauthorized wireless access point is detected? • Examine incident response plan (see Requirement 12.10),,62,wireless
11.2,10,Track and monitor all access to network resources and cardholder data,"Are internal and external network vulnerability scans run at least quarterly and after any significant change in the network (such as new system component installations, changes in network topology, firewall rule modifications, product upgrades), as follows? Note: Multiple scan reports can be combined for the quarterly scan process to show that all systems were scanned and all applicable vulnerabilities have been addressed. Additional docum entation may be required to verify non -remediated vulnerabilities are in the process of being addressed. For initial PCI DSS compliance, it is not required that four quarters of passing scans be completed if the assessor verifies 1) the most recent scan result was a passing scan, 2) the entity has documented policies and procedures requiring quarterly scanning, and 3) vulnerabilities noted in the scan results have been corrected as shown in a re - scan(s). For subsequent years after the initial PCI DSS review, four quarters of passing scans must have occurred.",,63,
11.2.1(a),10,Track and monitor all access to network resources and cardholder data,"Are quarterly internal vulnerability scans performed? • Review scan reports (b) Does the quarterly internal scan process include rescans as needed until all “high -risk” vulnerabilities as defined in PCI DSS Requirement 6.1 are resolved? • Review scan reports (c) Are quarterly internal scans performed by a qualified internal resource(s) or qualified external third party, and if applicable, does organizational independence of the tester exist (not required to be a QSA or ASV)? • Interview personnel",,63,
11.2.2(a),10,Track and monitor all access to network resources and cardholder data,"Are quarterly external vulnerability scans performed? Note: Quarterly external vulnerability scans must be performed by an Approved Scanning Vendor (ASV), approved by the Payment Card Industry Security Standards Council (PCI SSC). Refer to the ASV Program Guide published on the PCI SSC website for scan customer re sponsibilities, scan preparation, etc. • Review results from the four most recent quarters of external vulnerability scans (b) Do external quarterly scan and rescan results satisfy the ASV Program Guide requirements for a passing scan (for example, no vulnerabilities rated 4.0 or higher by the CVSS, and no automatic failures)? • Review results of each external quarterly scan and rescan (c) Are quarterly external vulnerability scans performed by a PCI SSC Approved Scanning Vendor (ASV? • Review results of each external quarterly scan and rescan",,64,
11.2.3(a),10,Track and monitor all access to network resources and cardholder data,"Are internal and external scans, and rescans as needed, performed after any significant change? Note: Scans must be performed by qualified personnel. • Examine and correlate change control documentation and scan reports (b) Does the scan process include rescans until: • For external scans, no vulnerabilities exist that are scored 4.0 or higher by the CVSS, • For internal scans, a passing result is obtained or all “high -risk” vulnerabilities as defined in PCI DSS Requirement 6.1 are resolved? • Review scan reports (c) Are scans performed by a qualified internal resource(s) or qualified external third party, and if applicable, does organizational independence of the tester exist (not required to be a QSA or ASV)? • Interview personnel",,64,
11.3,10,Track and monitor all access to network resources and cardholder data,"Does the penetration -testing methodology include the following? • Is based on industry -accepted penetration testing approaches (for example, NIST SP800 -115) • Includes coverage for the entire CDE perimeter and critical systems • Includes testing from both inside and outside the network • Includes testing to validate any segmentation and scope -reduction controls • Defines application -layer pene tration tests to include, at a minimum, the vulnerabilities listed in Requirement 6.5 • Defines network -layer penetration tests to include components that support network functions as well as operating systems • Includes review and consideration of threats and vulnerabilities experienced in the last 12 months • Specifies retention of penetration testing results and remediation activities results • Examine penetration -testing methodology • Interview responsible personnel",,65,
11.3.1(a),10,Track and monitor all access to network resources and cardholder data,"Is external penetration testing performed per the defined methodology, at least annually, and after any significant infrastructure or application changes to the environment (such as an operating system upgrade, a sub-network added to the environment, or an added web server)? • Examine scope of work • Examine results from the most recent external penetration test (b) Are tests performed by a qualified internal resource or qualified external third party, and if applicable, does organizational independence of the tester exist (not required to be a QSA or ASV)? • Examine scope of work • Interview responsible personnel",,65,
11.3.2(a),10,Track and monitor all access to network resources and cardholder data,"Is internal penetration testing performed per the defined methodology, at least annually, and after any significant infrastructure or application changes to the environment (such as an operating system upgrade, a sub -network added to the environment, or an added web server)? • Examine scope of work • Examine results from the most recent internal penetration test (b) Are tests performed by a qualified internal resource or qualified external third party, and if applicable, does organizational independence of the tester exist (not required to be a QSA or ASV)? • Examine scope of work • Interview responsible personnel",,66,
11.3.3,10,Track and monitor all access to network resources and cardholder data,"Are exploitable vulnerabilities found during penetration testing corrected, followed by repeated testing to verify the corrections? • Examine penetration testing results",,66,
11.3.4,10,Track and monitor all access to network resources and cardholder data,"If segmentation is used to isolate the CDE from other networks: (a) Are penetration -testing procedures defined to test all segmentation methods, to confirm they are operational and effective, and isolate all out -of-scope systems from in-scope systems? • Examine segmentation controls • Review penetration -testing methodology (b) Does penetration testing to verify segmentation controls meet the following? • Performed at least annually and after any changes to segmentation controls/methods • Covers all segmentation controls/methods in use • Verifies that segmentation methods are operational and effective, and isolate all out -of-scope systems from in -scope systems. • Examine results from the most recent penetration test",,66,
11.4(a),10,Track and monitor all access to network resources and cardholder data,"Are intrusion -detection and/or intrusion -prevention techniques that detect and/or prevent intrusions into the network in place to monitor all traffic: • At the perimeter of the cardholder data environment, and • At critical points in the cardholder data environment. • Examine system configurations • Examine network diagrams (b) Are intrusion -detection and/or intrusion -prevention techniques configured to alert personnel of suspected compromises? • Examine system configurations • Interview responsible personnel (c) Are all intrusion -detection and prevention engines, baselines, and signatures kept up -to-date? • Examine IDS/IPS configurations • Examine vendor documentation",,67,
11.5.1,10,Track and monitor all access to network resources and cardholder data,Is a process in place to respond to any alerts generated by the change -detection solution? • Examine system configuration settings,,68,
11.5(a),10,Track and monitor all access to network resources and cardholder data,"Is a change -detection mechanism (for example, file - integrity monitoring tools) deployed within the cardholder data environment to detect unauthorized modification of critical system files, configuration files, or content files ? Examples of files that should be monitored include: • System executables • Application executables • Configuration and parameter files • Centrally stored, historical or archived, log, and audit files • Additional critical files determined by entity (for example, through risk assessment or other means) • Observe system settings and monitored files • Examine system configuration settings",,67,
11.6,10,Track and monitor all access to network resources and cardholder data,Are security policies and operational procedures for security monitoring and testing: • Documented • In use • Known to all affected parties? • Examine security policies and operational procedures • Interview personnel,,68,
